lemma;sentiment
лопнуть внутренний стекло;-1
лопнуть корпус;-1
лопнуть крышка;-1
лопнуть стекло;-1
лопнуть трубка;-1
любимая группа;1
любимая книга;1
любимый альбом;1
любимый группа;1
любимый исполнитель;1
любимый картина;1
любимый книга детство;1
любимый книга с детство;1
любимый певица;1
любимый песня;1
любимый радио;1
любимый радиостанция;1
любить группа;1
любить песня;1
любить приходить сюда;1
любить творчество;1
любить телефон;1
любить трек;1
любопытный книга;1
ляп очень много;-1
маленький минус;-1
маленький разрешение;-1
маленький экран;-1
мало внутренний память;-1
мало память;-1
мало плюс;-1
мало приложение;-1
маловато место;-1
малый расход топливо;1
малый срок служба;-1
маразм крепчать;-1
маркий корпус;-1
маркий экран;-1
масло течь;-1
масса удовольствие;1
мастер свой дело;1
мастерски описывать;1
материальный ущерб;-1
матрас рваный;-1
матрац рваный;-1
машина глохнуть;-1
машина дергаться;-1
машина дерьмо;-1
машина довольный;1
машина достойный;1
машина заглохнуть;-1
машина замечательный;1
машина классный;1
машина комфортный;1
машина красивый;1
машина надежный;1
машина не ехать;-1
машина не заводиться;-1
машина не плохой;1
машина не подводить;1
машина не понравиться;-1
машина не стоять деньги;-1
машина не стоять свой деньги;-1
машина ни раз не подводить;1
машина опасный;-1
машина отличный;1
машина очень довольный;1
машина очень надежный;1
машина очень нравиться;1
машина очень понравиться;1
машина очень удобный;1
машина очень хороший;1
машина полный отстой;-1
машина просто класс;1
машина радовать;1
машина сплошной недостаток;-1
машина стоять свой деньги;1
машина супер;1
машина сырой;-1
машина устраивать;1
машина холодно;-1
машинка довольный;1
машинка нравиться;1
машинка отличный;1
машинка очень довольный;1
машинка супер;1
машинка хороший;1
медленно обслуживать;-1
медленный жесткий диск;-1
медленный обслуживание;-1
медленный скорость запись;-1
мелодичный альбом;1
мелодичный голос;1
мелодичный музыка;1
меню интересный;1
меню разнообразно;1
меню разнообразный;1
меню удобный;1
менять отказываться;-1
мерзкий книжонка;-1
место мало;-1
место отвратительный;-1
место очень уютный;1
место очень хороший;1
место тихий;1
месяц после покупка перегорать конфорка;-1
мешать обзор;-1
микрофон отвратительный;-1
микрофон переставать работать;-1
микрофон ужасный;-1
микрофон хороший;1
милый книжка;1
милый местечко;1
милый ресторанчик;1
мини бар пополняться ежедневно;1
минус заведение;-1
минус не замечать;1
минус не находить;1
минус не обнаруживать;1
много брак;-1
много бред;-1
много все понравиться;1
много зелень и цветок;1
много зелень цветок;1
много мат в песня;-1
много мат;-1
много место в салон;1
много минус;-1
много недостаток;-1
много плюс;1
много полезный функция;1
много развлечение;1
много режим стирка;1
много хороший музыка;1
многофункциональный телефон;1
модель довольный;1
модель не покупать;-1
модель не рекомендовать для покупка;-1
модель не рекомендовать покупка;-1
модель не рекомендовать;-1
модель отвратительный;-1
модель рекомендовать;1
модель ужасный;-1
модель устраивать;1
модель хороший;1
можно вкусно покушать;1
молодежь скучно;-1
монитор довольный;1
монтаж ужасный;-1
морально устаревать;-1
моральный вред;-1
моральный ущерб;-1
море впечатление;1
море позитив;1
море положительный эмоция;1
море удовольствие;1
море эмоция;1
морозить отлично;1
морочить голова;-1
мотивировать книга;1
мочь сказать только хороший;1
мощность всасывание очень низкий;-1
мощность отличный;1
мощный аккумулятор;1
мощный батарея;1
мощный звук;1
мощный камера;1
мощный мотор;1
мощный начинка;1
мощный процессор;1
мощный пылесос;1
мощный саундтрек;1
мощный характеристика;1
музыка великолепный;1
музыка веселый;1
музыка вечный;1
музыка замечательный;1
музыка классный;1
музыка красивый;1
музыка не напрягать;1
музыка отличный;1
музыка очень нравиться;1
музыка очень хороший;1
музыка прекрасный;1
музыка приятно слушать;1
музыка с глубокий смысл;1
музыка слушать невозможно;-1
музыка хороший;1
музыка хотеться слушать;1
музыкальный сопровождение отличный;1
мультфильм понравиться;1
мутный сюжет;-1
мучиться год;-1
мыть не удобно;-1
мыть отвратительно;-1
мыть отлично;1
мыть чисто;1
мыться быстро;1
мыться легко;1
мыться очень легко;1
мыться хорошо;1
мышь переставать работать;-1
мягкий звук;1
мягкий пластик;1
мягкий подвеска;1
мягкий юмор;1
мягко говорить ужасный;-1
мягкость ход;1
мясо нормальный нет;-1
набор прописной истина;-1
навсегда оставаться в сердце;1
навязчивый официант;-1
нагло врать;-1
наглухо виснуть;-1
наглый образ;-1
нагромождение нелепица;-1
надежный автомобиль;1
надежный друг;1
надежный конструкция;1
надежный подвеска;1
надежный провод;1
надежный телефон;1
надеяться дальнейший плодотворный сотрудничество;1
надеяться долгий сотрудничество;1
надоедать слушать;-1
называть отказываться;-1
наказывать виновный;-1
накрываться тэн;-1
написать жалоба в отель;-1
написать жалоба в цб;-1
написать жалоба на отель;-1
написать жалоба;-1
написать из рука вон плохо;-1
написать не интересно;-1
написать нудно;-1
написать посредственно;-1
написать претензия в отделение;-1
написать претензия на отделение;-1
написать претензия;-1
написать простой и понятный язык;1
написать простой понятный язык;1
написать хорошо;1
наплевательский отношение к клиент;-1
наплевательский отношение;-1
нарадоваться не мочь;1
нарекание в работа нет;1
нарекание не вызывать;1
нарекание нет;1
нарекание никакой;1
нарушать закон;-1
нарушать законодательство;-1
нарушать право;-1
нарушение банк;-1
нарушение закон;-1
нарушение законодательство;-1
нарушение право потребитель;-1
нарушение право;-1
нарушение срок;-1
насиловать свой мозг;-1
наслаждаться вкусный еда;1
наслаждаться история;1
наслаждаться каждый момент;1
настолько бездарно;-1
настолько безликий;-1
настолько занудно;-1
настолько затягивать;1
настолько захватывать;1
настолько картонный;-1
настолько кошмарный;-1
настолько мастерски;1
настолько не понравиться книга;-1
настолько нелогичный;-1
настолько низкопробный;-1
настолько нудный;-1
настолько отвратительный;-1
настолько тонко;1
настолько увлекательный;1
настолько увлекать;1
настолько ужасный;-1
настолько шаблонно;-1
настолько яркий;1
настоятельно не рекомендовать отель;-1
настоятельно не рекомендовать;-1
настоятельно рекомендовать к просмотр;1
настоятельно рекомендовать посмотреть;1
настоятельно рекомендовать просмотр;1
настоятельно рекомендовать;1
настоящий грузинский кухня;1
настоящий музыка;1
настоящий открытие;1
настоящий произведение искусство;1
настоящий профессионал свой дело;1
настоящий профессионал;1
настраивать невозможно;-1
настраиваться легко;1
настроение испортить;-1
настроение подымать;1
насыщенный цвет;1
наушник довольный;1
наушник отличный;1
наушники сплошной недостаток;-1
находить индивидуальный подход;1
находить оптимальный решение;1
находить таракан;-1
начинать бить ток;-1
начинать биться ток;-1
начинать гнить;-1
начинать за здравие заканчивать за упокой;-1
начинать залипать клавиша;-1
начинать пропускать вода;-1
начинать угрожать;-1
начинать хамить;-1
начинаться проблема;-1
не без недостаток;-1
не безопасно;-1
не бликовать;1
не бояться вода;1
не брать вообще;-1
не брать гадость;-1
не брать данный модель;-1
не брать модель;-1
не брать не в кой случай;-1
не брать ни в кой случай;-1
не брать пожалеть;-1
не брить вообще;-1
не брить совсем;-1
не в кой случай не покупать;-1
не верить ни слово;-1
не вернуть деньги;-1
не вернуться больше никогда;-1
не вестись на красивый обложка;-1
не вздумать брать;-1
не вздумать покупать;-1
не вздумать туда ехать;-1
не вибрировать;1
не видеть недостаток;1
не владеть информация;-1
не возможно использовать;-1
не возможно отрываться;1
не возможно смотреть фильм;-1
не возникать проблема;1
не восторг;-1
не всасывать ничто;-1
не выдерживать никакой критика;-1
не вызывать ни эмоция;-1
не вызывать никакой восторг;-1
не вызывать раздражение;1
не выключаться после закипание;-1
не выполнять заявлять функция;-1
не выполнять основной функция;-1
не выполнять свой основной функция;-1
не выполнять свой функция;-1
не выполнять функция;-1
не глохнуть;1
не греметь;1
не громоздкий;1
не гудеть;1
не давать заскучать;1
не давать нормальный номер;-1
не давать отрываться от экран;1
не давать отрываться;1
не давать скучать;1
не давить на ухо;1
не делать фильм хороший;-1
не держать батарея;-1
не держать дорога;-1
не держать заряд;-1
не довольный покупка;-1
не дождаться заказ;-1
не дождаться ответ;-1
не доставлять никакой удовольствие;-1
не дребезжать;1
не жалеть о покупка;1
не жалеть потратить деньги;1
не заедать;1
не залипать;1
не занимать много место;1
не захватывать совершенно;-1
не зачет;-1
не идеальный;-1
не информативный;-1
не исправлять;-1
не исправный;-1
не капризный;1
не качественный пластмасса;-1
не качественный сборка;-1
не кой случай не брать;-1
не комфортно;-1
не комфортный;-1
не купить больше;-1
не купить никогда;-1
не купить продукция;-1
не лишенный недостаток;-1
не ловить блик;1
не маркий;1
не менее интересно;1
не меняться постельный белье;-1
не мерцать;1
не мешать наслаждаться;1
не мочь не восхищаться;1
не мочь не радовать;1
не мочь оставлять равнодушный;1
не мочь отрывать взгляд;1
не мочь отрываться от книга;1
не мочь отрываться от чтение;1
не мочь отрываться от экран;1
не мочь отрываться;1
не мочь порекомендовать;-1
не мочь предоставлять;-1
не мочь решать проблема;-1
не мочь снимать деньги;-1
не набирать вода;-1
не надежный модель;-1
не надежный;-1
не надоедать;1
не нарадоваться;1
не находить недостаток;1
не нести абсолютно никакой смысл;-1
не нести ответственность;-1
не нужный клиент;-1
не обращаться банк;-1
не ожидать такой низкий качество;-1
не ожидать такой подвох;-1
не ожидать такой подстава;-1
не ознакомлять;-1
не оказываться горячий вода;-1
не оправдывать свой стоимость;-1
не определяться система;-1
не осиливать конец;-1
не оставаться равнодушный;1
не оставлять никто равнодушный;1
не оставлять равнодушный никто;1
не оставлять равнодушный;1
не отпускать до последний страница;1
не отпускать до финальный титр;1
не отпускать зритель;1
не отпускать ни на секунда;1
не отреагировать;-1
не очень дорого;1
не очень любить;-1
не очень нравиться;-1
не очень понравиться;-1
не очень приятный;-1
не очень удобно;-1
не очень удобный расположение;-1
не очень удобный;-1
не очень хороший;-1
не плохой кухня;1
не плохой место;1
не плохой телефон;1
не повторять чужой ошибка;-1
не подводить ни раз;1
не подводить;1
не подлежать замена;-1
не подлежать ремонт;-1
не пожалеть ни раз;1
не пожалеть о покупка;1
не пожалеть о свой выбор;1
не покупать барахло;-1
не покупать гадость;-1
не покупать данный модель;-1
не покупать клавиатура;-1
не покупать машина;-1
не покупать модель;-1
не покупать не в кой случай;-1
не покупать ни в кой случай;-1
не покупать плита;-1
не покупать принтер;-1
не покупать продукция фирма;-1
не покупать продукция;-1
не покупать путевка отель;-1
не покупать роутер;-1
не покупать такой телефон;-1
не покупать телефон;-1
не покупать техника;-1
не покупать товар;-1
не покупать хлам;-1
не покупать чайник;-1
не покупать чудо;-1
не понимать восторженный отзыв;-1
не понравиться абсолютно;-1
не понравиться книга абсолютно;-1
не понравиться книжка;-1
не понравиться по многий причина;-1
не понравиться стиль изложение;-1
не порекомендовать произведение;-1
не порекомендовать;-1
не посоветовать никто;-1
не посоветовать покупать;-1
не посоветовать смотреть;-1
не посоветовать читать книга;-1
не посоветовать;-1
не поставлять известность;-1
не потерять свой актуальность;1
не потрудиться;-1
не пояснять;-1
не практичный;-1
не пригодный к использование;-1
не пригодный;-1
не приходиться долго ждать;1
не приходиться ждать;1
не прихотливый;1
не продуманный конструкция;-1
не променивать;1
не прорабатывать день;-1
не прорабатывать месяц;-1
не просто набор слово;1
не просто не понравиться;-1
не работать датчик;-1
не работать дисплей;-1
не работать программа;-1
не работать режим;-1
не работать сканер;-1
не работать совсем;-1
не работать тормоз;-1
не раз выручать;1
не раз не подводить;1
не раз не пожалеть;1
не раз не пропылесосить;-1
не раз не убираться;-1
не разбрызгивать;1
не раздражать;1
не разочарованный;1
не разочаровывать;1
не разочаровываться;1
не рваться;1
не реагировать на нажатие кнопка;-1
не резать скорость;1
не резать слух;1
не рекомендовать банк;-1
не рекомендовать брать;-1
не рекомендовать вообще;-1
не рекомендовать все;-1
не рекомендовать данный банк;-1
не рекомендовать данный модель;-1
не рекомендовать для покупка данный модель;-1
не рекомендовать для покупка;-1
не рекомендовать идти;-1
не рекомендовать категорически;-1
не рекомендовать модель;-1
не рекомендовать мышь;-1
не рекомендовать никто никогда;-1
не рекомендовать никто отель;-1
не рекомендовать никто;-1
не рекомендовать обращаться;-1
не рекомендовать останавливаться в отель;-1
не рекомендовать покупать данный модель;-1
не рекомендовать покупать модель;-1
не рекомендовать покупать;-1
не рекомендовать покупка данный модель;-1
не рекомендовать покупка;-1
не рекомендовать пользоваться;-1
не рекомендовать приобретать;-1
не рекомендовать приобретение;-1
не рекомендовать прочтение;-1
не рекомендовать ресторан;-1
не рекомендовать связываться;-1
не рекомендовать тратить время;-1
не рекомендовать;-1
не рубить мясо;-1
не самый удобный;-1
не самый хороший;-1
не связываться банк;-1
не сильно шуметь;1
не скользить в рука;1
не скользить;1
не скользкий;1
не скрипеть;1
не слишком шумный;1
не смешной юмор;-1
не смотреть ни в кой случай;-1
не смочь дочитывать книга до конец;-1
не смочь заставлять дочитывать;-1
не смочь заставлять себя дочитывать;-1
не смочь отрываться;1
не смочь спасать фильм;-1
не советовать банк;-1
не советовать брать модель;-1
не советовать брать никто;-1
не советовать брать;-1
не советовать данный модель;-1
не советовать ехать в отель отдыхать;-1
не советовать ехать в отель;-1
не советовать заведение;-1
не советовать категорически;-1
не советовать книга к прочтение;-1
не советовать модель;-1
не советовать ни в кой случай;-1
не советовать никто отель;-1
не советовать никто покупать;-1
не советовать никто туда ехать;-1
не советовать никто;-1
не советовать обращаться;-1
не советовать останавливаться;-1
не советовать отдыхать в отель;-1
не советовать отдыхать;-1
не советовать покупать данный модель;-1
не советовать покупать модель;-1
не советовать покупать принтер;-1
не советовать покупать такой;-1
не советовать покупать холодильник;-1
не советовать покупать;-1
не советовать покупка;-1
не советовать пользоваться;-1
не советовать приобретать;-1
не советовать связываться с банк;-1
не советовать связываться;-1
не советовать телефон;-1
не советовать тратить время на книга;-1
не советовать тратить время;-1
не советовать тратить деньги;-1
не советовать тратить свой время;-1
не советовать читать вообще никто;-1
не советовать;-1
не совсем удобный;-1
не соизволять;-1
не соответствовать заявлять мощность;-1
не соответствовать заявлять характеристика;-1
не соответствовать качество;-1
не соответствовать цена;-1
не соответствовать;-1
не спасать картина;-1
не спасать фильм;-1
не становиться любимый;-1
не стоить выбирать отель;-1
не стоить деньги;-1
не стоить потратить время;-1
не стоить потратить деньги;-1
не стоить свой деньги;-1
не стоить такой деньги;-1
не стоять свой деньги;-1
не стучать;1
не тесно;1
не тормозить;1
не тратить время деньги;-1
не тратить время и деньги;-1
не тратить деньги время;-1
не тратить деньги и время;-1
не тратить деньги и нерв;-1
не тратить деньги нерв;-1
не тратить деньги;-1
не тратить свой время деньги;-1
не тратить свой время и деньги;-1
не тратить свой время на книга;-1
не тратить свой деньги;-1
не тратить свой драгоценный время;-1
не тянуть три звезда;-1
не убирать после предыдущий жилец;-1
не уважать;-1
не уведомлять;-1
не удачный модель;-1
не удобный;-1
не уставать глаз;1
не уютно;-1
не фонить;1
не хватать бас;-1
не хватать вилка и ложка;-1
не хватать вилка ложка;-1
не хлипкий;1
не хотеть расставаться;1
не хотеться отрываться;1
не хотеться уезжать;1
не царапаться;1
не шаблонный;1
не шуметь;1
не шумно;1
не шумный;1
неадекватный поведение персонаж;-1
небольшой вес;1
небольшой расход топливо;1
невероятно атмосферный;1
невероятно интересно;1
невероятно понравиться;1
невероятно пустой;-1
невероятно скучный книга;-1
невероятно тупой;-1
невероятно унылый;-1
невероятный атмосфера;1
невероятный книга;1
невероятный количество ляп;-1
невкусный еда;-1
невнятный актерский игра;-1
невнятный герой;-1
невнятный диалог;-1
невнятный игра актер;-1
невнятный каша;-1
невнятный сюжет;-1
невозможно оставаться равнодушный;1
невозможно останавливаться;1
невозможно отрываться от экран;1
невозможно отрываться;1
невыносимый вонь;-1
невыразительный язык;-1
невысокий стоимость;1
невысокий цена;1
недоваренный картофель;-1
недовольный качество;-1
недовольный покупка;-1
недорогой еда;1
недорогой обслуживание;1
недорогой телефон;1
недостаток не выявлять;1
недостаток не замечать;1
недостаток не находить;1
недостаток не обнаруживать;1
недостаток нет;1
незаконно списывать;-1
незаконно удерживать;-1
незаконный действие;-1
незаменимый вещь;1
незаменимый помощница;1
неинтересный абсолютно;-1
неинтересный совершенно;-1
некачественный деталь;-1
некачественный звук;-1
некачественный материал;-1
некачественный модель;-1
некачественный пластмасса;-1
некачественный продукт;-1
некачественный товар;-1
неквалифицированный сотрудник;-1
некомпетентность сотрудник банк;-1
некорректный информация;-1
нелепый сценарий;-1
нельзя ездить;-1
немного жестковатый подвеска;-1
немного огорчать;-1
немного скучно;-1
немного скучный;-1
немного слабоватый;-1
немного тесновато;-1
немного тяжеловатый;-1
ненавязчивый официант;1
ненавязчивый рассказывать;1
ненадежный автомобиль;-1
необычный книга;1
необычный меню;1
необычный место;1
необычный музыка;1
необычный персонаж;1
неоправданно высокий цена;-1
неоправданный пафос;-1
неоценимый помощь;1
неплохо стирать;1
неплохой аппарат;1
неплохой бар;1
неплохой вариант;1
неплохой дизайн;1
неплохой динамика;1
неплохой еда;1
неплохой заведение;1
неплохой звук;1
неплохой камера;1
неплохой кухня;1
неплохой местечко;1
неплохой место;1
неплохой обслуживание;1
неплохой телефон;1
неплохой фото;1
неплохой характеристика;1
неправдоподобный диалог;-1
неправомерный действие;-1
непринужденный обстановка;1
неприятный впечатление отель;-1
неприятный язык;-1
непрописанный персонаж;-1
непростительный ляп;-1
неравнодушный отношение;1
нереально вкусно;1
несомненно хороший фильм;1
несомненный плюс;1
несомненный хит;1
несоответствие цена и качество;-1
несоответствие цена качество;-1
нестабильность работа;-1
нести сдавать обратно в магазин;-1
несуразный книга;-1
несусветный бред;-1
несусветный фигня;-1
несъедобный салат;-1
нет автофокус;-1
нет запчасть;-1
нет мерцание;1
нет минус;1
нет нарекание;1
нет недостаток;1
нет никакой достоинство;-1
нет никакой проблема;1
нет ничто лишний;1
нет парковка;-1
нет плюс;-1
нет проблема;1
нетерпение ждать продолжение;1
неуважение клиент;-1
неудачный выбор;-1
неудачный модель;-1
неудачный экземпляр;-1
неудобно лежать в рука;-1
неудобно сидеть в ухо;-1
неудобный в использование;-1
неудобный в рука;-1
неудобный интерфейс;-1
неудобный использование;-1
неудобный клавиатура;-1
неудобный кресло;-1
неудобный меню;-1
неудобный наушник;-1
неудобный очень;-1
неудобный посадка;-1
неудобный сидение;-1
неудобный софт;-1
неудобный стул;-1
ни в кой случай не брать;-1
ни интересный герой;-1
ни интересный сюжет;-1
ни капля оригинальность;-1
ни кой случай не покупать;-1
ни кой случай не советовать;-1
ни нога туда;-1
ни ответ ни привет;-1
ни раз не зависать;1
ни раз не ломаться;1
ни раз не подводить;1
ни раз не пожалеть о покупка;1
ни раз не пожалеть;1
ни раз не сменить белье;-1
ни раз не убирать номер;-1
ниже плинтус;-1
низкий дорожный просвет;-1
низкий качество изготовление;-1
низкий качество изделие;-1
низкий качество исполнение;-1
низкий качество материал;-1
низкий качество печать;-1
низкий качество пластмасса;-1
низкий качество сборка;-1
низкий качество;-1
низкий квалификация;-1
низкий надежность;-1
низкий посадка;-1
низкий расход топливо;1
низкий ресурс;-1
низкий стоимость;1
низкий уровень шум;1
низкий цена;1
низкий энергопотребление;1
низкопробный фанфик;-1
низкосортный фильм;-1
никак не реагировать;-1
никакой гарантия;-1
никакой глюк;1
никакой дискомфорт;1
никакой достоинство;-1
никакой желание;-1
никакой извинение;-1
никакой искажение;1
никакой лаг;1
никакой нарекание нет;1
никакой нарекание работа;1
никакой нарекание;1
никакой насекомое;1
никакой негатив;1
никакой недостаток;1
никакой неудобство;1
никакой объяснение;-1
никакой ответственность;-1
никакой очередь;1
никакой поломка;1
никакой проблема не возникать;1
никакой проблема нет;1
никакой проблема;1
никакой проволочка;1
никакой раздражение;1
никакой реакция;-1
никакой сбой;1
никакой симпатия не вызывать;-1
никакой удовольствие;-1
никакой чувство не вызывать;-1
никакой эмоция не вызывать;-1
никогда больше не вернуться;-1
никогда больше не купить;-1
никогда больше не покупать;-1
никогда не брать;-1
никогда не купить продукция;-1
никогда не купить техника;-1
никогда не купить;-1
никогда не надоедать;1
никогда не обращаться в банк;-1
никогда не подводить;1
никогда не поехать больше;-1
никогда не покупать;-1
никогда не порекомендовать отель;-1
никогда не порекомендовать;-1
никогда не посоветовать читать;-1
никогда не связываться с банк;-1
никогда никогда не брать;-1
никогда никогда не покупать;-1
никогда никто не посоветовать;-1
никогда туда не вернуться;-1
никогда туда не пойти;-1
никто не брать;-1
никто не вернуть;-1
никто не извиняться;-1
никто не отвечать;-1
никто не перезванивать;-1
никто не порекомендовать;-1
никто не посоветовать ехать;-1
никто не посоветовать отель;-1
никто не посоветовать покупать;-1
никто не посоветовать смотреть;-1
никто не посоветовать;-1
никто не рекомендовать данный модель;-1
никто не рекомендовать ехать в отель;-1
никто не рекомендовать ехать;-1
никто не рекомендовать отель;-1
никто не рекомендовать покупать;-1
никто не рекомендовать читать;-1
никто не рекомендовать;-1
никто не связываться;-1
никто не советовать брать;-1
никто не советовать данный модель;-1
никто не советовать данный отель;-1
никто не советовать ехать в отель;-1
никто не советовать ехать;-1
никто не советовать книга;-1
никто не советовать модель;-1
никто не советовать отдыхать в отель;-1
никто не советовать отдыхать;-1
никто не советовать отель;-1
никто не советовать покупать продукция;-1
никто не советовать покупать;-1
никто не советовать пользоваться;-1
никто не советовать приобретать;-1
никто не советовать связываться;-1
никто не советовать смотреть;-1
никто не советовать тратить время;-1
никто не советовать читать;-1
никто не советовать;-1
никто не удосуживаться;-1
никто никогда не порекомендовать;-1
никто никогда не посоветовать;-1
никто ничто не знать;-1
никчемный персонаж;-1
никчемный фильм;-1
нисколько не жалеть;1
нисколько не зацеплять;-1
нисколько не пожалеть;1
нисколько не разочаровывать;1
нитка рваться;-1
ничто вразумительный;-1
ничто кроме недоумение не вызывать;-1
ничто не болтаться;1
ничто не всасывать;-1
ничто не греметь;1
ничто не ломаться;1
ничто не менять;1
ничто не мочь помогать;-1
ничто не отваливаться;1
ничто не отпаривать;-1
ничто не понравиться;-1
ничто не пригорать;1
ничто не приходить;-1
ничто не работать;-1
ничто не скрипеть;1
ничто не тормозить;1
ничто новый не увидеть;-1
ничто особенный;-1
ничто плохой сказать не мочь;1
ничто полезный не вынести;-1
ничуть не пожалеть;1
нож тупой;-1
номер большой и светлый;1
номер большой светлый;1
номер в отель ужасный;-1
номер в ужасный состояние;-1
номер всегда чисто;1
номер жуть;-1
номер не оказываться полотенце;-1
номер не убирать вообще;-1
номер не убирать ни раз;-1
номер отель ужасный;-1
номер отличный;1
номер отстой;-1
номер очень грязно;-1
номер очень понравиться;1
номер очень просторный;1
номер очень уютный;1
номер очень чистый;1
номер просторный и светлый;1
номер просторный светлый;1
номер староватый;-1
номер убирать очень плохо;-1
номер убирать только в третий день;-1
номер убирать только на третий день;-1
номер убираться отвратительно;-1
номер убираться хорошо;1
номер ужасный состояние;-1
номер уютный и чистый;1
номер уютный чистый;1
номер уютный;1
номер чистый и светлый;1
номер чистый и уютный;1
номер чистый светлый;1
номер чистый уютный;1
нормально ездить;1
нормально не работать;-1
нормальный аппарат;1
нормальный камера;1
нормальный машина;1
нормальный место;1
нормальный официант;1
нормальный телефон;1
нравиться все;1
нравиться дизайн;1
нравиться звук;1
нравиться интерьер;1
нравиться исполнение;1
нравиться исполнитель;1
нравиться камера;1
нравиться качество;1
нравиться клип;1
нравиться машина;1
нравиться музыка;1
нравиться обслуживаться;1
нравиться очень;1
нравиться певица;1
нравиться песня;1
нравиться пользоваться;1
нравиться салон;1
нравиться слушать;1
нравиться стиль;1
нравиться творчество;1
нравиться текст;1
нравиться телефон;1
нравиться функция;1
нудно описывать;-1
нудный картина;-1
обзор отличный;1
обзор хороший;1
обзорность хороший;1
облегчать работа;1
облезать краска;-1
обман клиент;-1
обман покупатель;-1
обман потребитель;-1
обманный путем;-1
обманный путь;-1
обманывать клиент;-1
обожать песня;1
обожать ресторан;1
обожать слушать;1
обожать творчество;1
образовываться лужа;-1
обратно не принимать;-1
обращаться в суд;-1
обращаться правоохранительный орган;-1
обращаться прокуратура;-1
обращение в суд;-1
обслуживание быстрый и ненавязчивый;1
обслуживание быстрый ненавязчивый;1
обслуживание быстрый;1
обслуживание вежливый;1
обслуживание высокий уровень;1
обслуживание долгий;-1
обслуживание достойный уровень;1
обслуживание достойный;1
обслуживание на высокий уровень;1
обслуживание на достойный уровень;1
обслуживание на очень высокий уровень;1
